SKU  #,Vendor Model,Vendor  #,Item Desc,Store,Onhand Qty
227404S,MHS00015P,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL  FLOWER PENDANT,VJ-S.ANITA,1
227983V,MBG10000045,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL BANGLE (NO WARRANTY),VJ-S.ANITA,1
228296V,MPD03301259,MHVR,SILVER LABGROWN DIAMOND LINKNLOCK VERMEIL PLATED CROSS PENDANT (NO WARRANTY),VJ-S.ANITA,1
229923V,MHS00030P-SAPPHIRE,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL PLATED 1.00CT SAPPHIRE HALO PENDANT (NO WARRANTY),VJ-S.ANITA,1
230246S,MHS00038E-MORGANITE,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL 1.00CT MORGANITE HALO EARRINGS,VJ-S.ANITA,1
227416S,MPD01001269,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL  FLOWER PENDANT,VJ-S.ANITA,1
186173,MRF10000469,MHVR,10KT COMPOSITE HALO RING,VJ-S.ANITA,1
229933S,MHS00030E-EMERALD,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL 2.00CT EMERALD HALO EARRING,VJ-S.ANITA,1
227454S,CO-MRF20001028,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL  COMPOSITE RING,VJ-S.ANITA,1
226148-V,CO-MRF02000991,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL PLATED  LADYS BAND ( NO WARRANTY ),VJ-S.ANITA,1
227428S,CO-MPD01001292,MHVR,"SILVER LABGROWN DIAMOND LOVE-SPELL  INITIAL ""A""  PENDANT",VJ-S.ANITA,1
227168S,CO-MRF03301035,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL  HALO LADYS RING,VJ-S.ANITA,1
227150S,CO-MRF01001010,MHVR,"SILVER LABGROWN DIAMOND LOVE-SPELL  INITIAL ""T""  RING",VJ-S.ANITA,1
229173V,MHS00026NK,MHVR,SILVER LABGROWN DIAMOND LINKNLOCK CUBAN NECKLACE,VJ-S.ANITA,1
227406V,MPD02501244,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL ROUND BEZEL PENDANT ( NO WARRANTY ),VJ-S.ANITA,1
226071-V,CO-MRF05000998,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL PLATED  LADYS BAND ( NO WARRANTY ),VJ-S.ANITA,1
217553Y,MHS00002R,MHVR,"10KT""ETERNAL VOW""  LABGROWN DIAMOND HALO PROMISE RING",VJ-S.ANITA,1
227975V,MBR50000326,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL TENNIS BRACELET (NO WARRANTY),VJ-S.ANITA,1
227667V,MPD05001247,MHVR,SILVER LABGROWN DIAMOND LINKNLOCK VERMEIL PLATED CROSS PENDANT (NO WARRANTY),VJ-S.ANITA,1
227647S,MPD05001320,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL  ELEPHANT PENDANT,VJ-S.ANITA,1
235585S,MER40000763,MHVR,SILVER LABGROWN DIAM. LINKNLOCK NATURAL TREATED BLACK DIAMOND STUD EARRINGS,VJ-S.ANITA,1
228729,LGE+RBC5.00,MHVR,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-S.ANITA,1
228043S,MBR10000324,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL TENNIS BRACELET,VJ-S.ANITA,1
235594S,MER10000759,MHVR,SILVER LABGROWN DIA. LINKNLOCK NATURAL TREATED BLACK DIAMOND STUD EARRINGS,VJ-S.ANITA,1
227991V,CO-MBR47000337,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL TENNIS BRACELET (NO WARRANTY),VJ-S.ANITA,1
230042V,MHS00033E-GARNET,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL PLATED 1.25CT GARNET HALO EARRING (NO WARRANTY),VJ-S.ANITA,1
228241V,MBR10000334-EME,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL EMERALD FLOWER BRACELET (NO WARRANTY),VJ-S.ANITA,1
228781V,MBR30000328,MHVR,SILVER LABGROWN DIAMOND LINKNLOCK VERMEIL PLATED CUBAN BRACELET (NO WARRANTY),VJ-S.ANITA,1
227158S,MRF01001019,MHVR,"SILVER LABGROWN DIAMOND LOVE-SPELL  INITIAL ""W""  RING",VJ-S.ANITA,2
227613S,CO-MPD01501253,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL  LOVED HEART PENDANT,VJ-S.ANITA,1
228797V,MHS00025BR,MHVR,SILVER LABGROWN DIAMOND LINKNLOCK VERMEIL PLATED CUBAN BRACELET (NO WARRANTY),VJ-S.ANITA,1
227156S,MRF01001018,MHVR,"SILVER LABGROWN DIAMOND LOVE-SPELL  INITIAL ""U""  RING",VJ-S.ANITA,2
227164S,CO-MRF05001037,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL  HALO LADYS RING,VJ-S.ANITA,1
230182S,MHS00037E-SAPPHIRE,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL 1.00CT SAPPHIRE HALO EARRING,VJ-S.ANITA,1
228021S,CO-MBR20000340,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL TENNIS BRACELET,VJ-S.ANITA,1
234375S,MPD15001351,MHVR,SILVER LABGROWN DIAMOND LINKNLOCK BLACK PLATED DOG TAG PENDANT,VJ-S.ANITA,1
227615S,CO-MPD02001262,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL  ELEPHANT PENDANT,VJ-S.ANITA,1
227977S,MER05000670,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL HALO STUD EARRINGS,VJ-S.ANITA,1
229161V,MBG05000049,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL DIAMOND BANGLE (NO WARRANTY),VJ-S.ANITA,1
190150Y,CO-MBR82000171,MHVR,"14KT""DIANI-COLLECTION""  BRACELET",VJ-S.ANITA,1
227963S,MBR02500342,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL BOLO BRACELET,VJ-S.ANITA,1
229989S,MHS00031E-AMETHYST,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL1.50CT AMETHYST HALO EARRING,VJ-S.ANITA,1
186634Y,MBR67000126,MHVR,10KT SINGLE ROW CUBAN BRACELET,VJ-S.ANITA,1
227645V,CO-MPD01001298,MHVR,"SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL INITIAL ""H"" PENDANT ( NO WARRANTY )",VJ-S.ANITA,1
227919Y,MNC030000179,MHVR,"10KT""BELLA.BY.OVANI""  LABGROWN DIAMOND INITIAL ""C"" NECKLACE",VJ-S.ANITA,1
228306V,CO-MBR42000319,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL TENNIS BRACELET (NO WARRANTY),VJ-S.ANITA,1
235222V,MRF02001102,MHVR,SILVER NATURAL TRATED BLACK DIAMOND LINKNLOCK VERMEIL PLATED CUBAN MENS RING(NO WARRANTY),VJ-S.ANITA,1
228862,ER-LGE+RBC3.00,MHVR,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND RBC SOLITAIRE STUDS",VJ-S.ANITA,1
230134S,MHS00036E-BLUETOPAZ,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL 1.00CT BLUE TOPAZ HALO EARRING,VJ-S.ANITA,1
234381S,MPD07501342,MHVR,SILVER LABGROWN DIAMOND LINKNLOCK CROSS PENDANT,VJ-S.ANITA,1
227140S,MER07500676,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL  BEZEL STUDS EARRINGS,VJ-S.ANITA,1
235628S,MHS05019E,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL  HALO STUDS EARRINGS,VJ-S.ANITA,1
234371S,MPD10001345,MHVR,SILVER LABGROWN DIAMOND LINKNLOCK CROSS PENDANT,VJ-S.ANITA,1
229882S,MHS00029P-GARNET,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL 1.00CT GARNET HALO PENDANT,VJ-S.ANITA,1
228239V,MBR10000334-SAP,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL B. SAPPHIRE FLOWER BRACELET (NO WARRANTY),VJ-S.ANITA,1
230116S,MHS00035R-BLUETOPAZ,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL 1.25CT BLUE TOPAZ HALO RING,VJ-S.ANITA,1
229949V,MHS00030R-SAPPHIRE,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL PLATED 1.00CT SAPPHIRE HALO RING (NO WARRANTY),VJ-S.ANITA,1
235236B,MPD02001365,MHVR,SILVER LINKNLOCK NATURAL TREATED BLACK DIAMOND CROSS PENDANT,VJ-S.ANITA,1
185297Y,MER10500157,MHVR,14KT QUAD ILLUSION EARRINGS,VJ-S.ANITA,1
227440S,CO-MPD01001297,MHVR,"SILVER LABGROWN DIAMOND LOVE-SPELL  INITIAL ""S""  PENDANT",VJ-S.ANITA,1
228298S,CO-MER20000697,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL HOOPS EARRINGS,VJ-S.ANITA,1
203500R,MER22000359-COMP,MHVR,"18KT""OVANI-COLLECTION""  DOUBLE HALO BAGUETTE EARRINGS",VJ-S.ANITA,1
230092S,MHS00035P-GARNET,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL 1.50CT GARNET HALO PENDANT,VJ-S.ANITA,1
200274,MPD20000914,MHVR,"14KT CUSTOM ENAMEL""LA"" MOON PENDANT (NO WARRANTY)",VJ-S.ANITA,1
227426S,CO-MPD01001288,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL MUSIC NOTE PENDANT,VJ-S.ANITA,1
229987S,MHS00031E-GARNET,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL 1.50CT GARNET HALO EARRING,VJ-S.ANITA,1
227999V,MER10000678,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL HOOPS EARRINGS (NO WARRANTY),VJ-S.ANITA,1
223400Y,MRF02500354,MHVR,"10KT""ETERNAL VOW""  LABGROWN DIAMOND HEART HALO PROMISE RING",VJ-S.ANITA,1
201626Y,MPD03000939,MHVR,"18KT""OVANI-COLLECTION""  FLOWER PENDANT",VJ-S.ANITA,1
228013S,CO-MER10000695,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL HOOPS EARRINGS,VJ-S.ANITA,1
229169S,MHS00024NK,MHVR,SILVER LABGROWN DIAMOND LINKNLOCK CUBAN LINK NECKLACE,VJ-S.ANITA,1
228268S,CO-MNC020000154,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL FIGARO NECKLACE,VJ-S.ANITA,1
226073-S,MRF05001020,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL  HALO LADYS RING,VJ-S.ANITA,1
237714S,MHS06023B,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL FLOWER BRACELET,VJ-S.ANITA,1
227599S,MRF02000999,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL  3-STONES BAND,VJ-S.ANITA,1
227971S,CO-MER05000668,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL HOOPS EARRINGS,VJ-S.ANITA,2
230096S,MHS00035P-BLUETOPAZ,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL  1.75CT BLUE TOPAZ HALO PENDANT,VJ-S.ANITA,1
228033V,CO-MER10000667,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL HOOPS EARRINGS (NO WARRANTY),VJ-S.ANITA,1
217860,MRF02500376,MHVR,"10KT""LABGROWN DIAMOND""  PROMISE RING",VJ-S.ANITA,1
228214V,MBR12500341,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL PAPERCLIP BRACELET (NO WARRANTY),VJ-S.ANITA,1
227653V,MER02500688,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL HOOPS EARRINGS ( NO WARRANTY ),VJ-S.ANITA,1
229953V,MHS00031P-SAPPHIRE,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL PLATED 1.50CT SAPPHIRE HALO PENDANT (NO WARRANTY),VJ-S.ANITA,1
228276V,MBR11000338,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL TENNIS BRACELET (NO WARRANTY),VJ-S.ANITA,1
227448V,CO-MPD01001302,MHVR,"SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL INITIAL ""R"" PENDANT ( NO WARRANTY )",VJ-S.ANITA,1
227655V,MER02500693,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL INFINITY HOOPS EARRINGS ( NO WARRANTY ),VJ-S.ANITA,1
226115-V,CO-MRF01001009,MHVR,"SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL PLATED  INITIAL ""K""  RING ( NO WARRANTY )",VJ-S.ANITA,1
227432V,MHS06043P,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL ROUND SOLITIARE PENDANT ( NO WARRANTY ),VJ-S.ANITA,1
234387S,MPD25001346,MHVR,SILVER LABGROWN DIAMOND LINKNLOCK CROSS PENDANT,VJ-S.ANITA,1
226144-S,MRF01000995,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL  5-STONE ANNIVERSARY BAND,VJ-S.ANITA,1
235343S,MPD25000913,MHVR,"SILVER LABGROWN DIAMOND RED ENAMEL ""SF""  PENDANT WITH CHAIN",VJ-S.ANITA,1
228957V,MBR07500348,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL TENNIS BRACELET (NO WARRANTY),VJ-S.ANITA,1
200892Y,MPD12000907,MHVR,10KT HAMSA DIAMOND PENDANT,VJ-S.ANITA,1
200269,MPD28000916,MHVR,"10KT CUSTOM RED ENAMEL ""SF""  CROWN PENDANT (NO WARRANTY)",VJ-S.ANITA,1
229151V,MHS00026BR,MHVR,SILVER LABGROWN DIAMOND LINKNLOCK VERMEIL PLATED CUBAN BRACELET (NO WARRANTY),VJ-S.ANITA,1
227607S,CO-MPD03301261,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL  CROSS PENDANT,VJ-S.ANITA,1
229163V,CO-MHS00023B,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL FLOWER BRACELET (NO WARRANTY),VJ-S.ANITA,1
230076S,MHS00034E-AME,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL 3.25CT AMETHYST HALO EARRING,VJ-S.ANITA,1
227455S,CO-MPD01001306,MHVR,"SILVER LABGROWN DIAMOND LOVE-SPELL  INITIAL ""E""  PENDANT",VJ-S.ANITA,1
228856,ER-LGE+RBC3.00,MHVR,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND RBC SOLITAIRE STUDS",VJ-S.ANITA,1
235387S,MHS010541ER-AMETHYST,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL 2.00CT AMETHYST EARRING,VJ-S.ANITA,1
234383S,MPD07501349,MHVR,SILVER LABGROWN DIAMOND LINKNLOCK BLACK PLATED SHIELD PENDANT,VJ-S.ANITA,1
189124Y,MPD30000684,MHVR,14KT MEMORY FRAME PENDANT,VJ-S.ANITA,1
227953S,MNC050000149,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL ROUND NECKLACE,VJ-S.ANITA,1
229147S,MPD07501312,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL FLOWER NECKLACE,VJ-S.ANITA,1
227134S,CO-MER02500702,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL  HOOP EARRINGS,VJ-S.ANITA,1
227420V,MRF01001014,MHVR,"SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL INITIAL ""P"" RING ( NO WARRANTY )",VJ-S.ANITA,1
235644S,MPD00701300,MHVR,"SILVER LABGROWN DIAMOND LOVE-SPELL  INITIAL ""K""  PENDANT",VJ-S.ANITA,1
228787V,MNC050000153,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL PEAR FANCY NECKLACE (NO WARRANTY),VJ-S.ANITA,1
190143,MRF04000548,MHVR,10KT TRIO SET,VJ-S.ANITA,1
230167S,MHS00036R-BLUETOPAZ,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL 1.25CT BLUE TOPAZ HALO RING,VJ-S.ANITA,1
230066S,MHS00034P-AME,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL 1.75CT AMETHYST HALO PENDANT,VJ-S.ANITA,1
234367V,MPD03301347,MHVR,SILVER LABGROWN DIAMOND LINKNLOCK VERMEIL PLATED CROSS PENDANT (NO WARRANTY),VJ-S.ANITA,1
229999S,MHS00031R-GARNET,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL0.75CT GARNET HALO RING,VJ-S.ANITA,1
229981S,MHS00031E-BLUETOPAZ,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL 1.75CT BLUE TOPAZ HALO EARRING,VJ-S.ANITA,1
230128V,MHS00036P-TANZA,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL PLATED 1.25CT TANZANITE HALO PENDANT (NO WARRANTY),VJ-S.ANITA,1
227444S,CO-MPD01001300,MHVR,"SILVER LABGROWN DIAMOND LOVE-SPELL  INITIAL ""K""  PENDANT",VJ-S.ANITA,1
228011V,CO-MER05000694,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL HOOPS EARRINGS (NO WARRANTY),VJ-S.ANITA,1
227965S,MPD00701397,MHVR,"SILVER LABGROWN DIAMOND LOVE-SPELL INITIAL ""V""  PENDANT",VJ-S.ANITA,1
227959S,CO-MER05000701,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL HOOPS EARRINGS,VJ-S.ANITA,1
230188V,MHS00037R-SAPPHIRE,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL PLATED 1.00CT SAPPHIRE HALO RING (NO WARRANTY),VJ-S.ANITA,1
228027S,CO-MHS00022R,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL FLOWER RINGS,VJ-S.ANITA,1
228017S,CO-MBR20000333,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL TENNIS BRACELET,VJ-S.ANITA,1
228035S,CO-MHS00016E,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL PEAR SOLITIARE STUDS EARRINGS,VJ-S.ANITA,2
229155S,MBG10000047,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL DIAMOND BANGLE,VJ-S.ANITA,1
228049S,MPD05001246,MHVR,SILVER LABGROWN DIAMOND LINKNLOCK CROSS PENDANT,VJ-S.ANITA,1
229947S,MHS00030R-EMERALD,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL 1.00CT EMERALD HALO RING,VJ-S.ANITA,1
229895S,MHS00029E-GARNET,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL 1.25CT GARNET HALO STUD EARRING,VJ-S.ANITA,1
235660V,MRF00501002,MHVR,"SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL PLATED  INITIAL ""A""  RING ( NO WARRANTY )",VJ-S.ANITA,1
230003S,MHS00032P-SAPPHIRE,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL 2.50CT SAPPHIRE HALO PENDANT,VJ-S.ANITA,1
227943Y,MNC030000165,MHVR,"10KT""BELLA.BY.OVANI""  LABGROWN DIAMOND INITIAL ""G"" NECKLACE",VJ-S.ANITA,1
230234S,MHS00038E-GARNET,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL 1.50CT GARNET HALO EARRINGS,VJ-S.ANITA,1
235267S,MPD20001343-BLACK,MHVR,SILVER LABGROWN BLACK DIAMOND LINKNLOCK CROSS PENDANT,VJ-S.ANITA,1
236520V,MPD22501369,MHVR,SILVER LABGROWN DIAMOND LINKNLOCK VERMEIL PLATED DOG TAG PENDANT ( NO WARRANTY ),VJ-S.ANITA,1
227651S,MBR02500321,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL  BOLO BRACELET,VJ-S.ANITA,1
235577V,MER10000761,MHVR,SILVER LINKNLOCK NATURAL TREATED BLACK DIAMOND VERMEIL PLATED STUD EARRINGS (NO WARRANTY),VJ-S.ANITA,1
239176Y,MER11500810,MHVR,14KT''DIANI-COLLECTION'' HIDDEN HALO ROUND SOLITIARE STUDS,VJ-S.ANITA,1
228007V,MER05000689,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL HOOPS EARRINGS (NO WARRANTY),VJ-S.ANITA,1
227631S,CO-MPD01001283,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL  PALM TREE PENDANT,VJ-S.ANITA,1
228940,ER-LGE+RBC6.00,MHVR,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND RBC SOLITAIRE STUDS",VJ-S.ANITA,1
230082V,MHS00034R-GARNET,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL PLATED 2.20CT GARNET HALO RING (NO WARRANTY),VJ-S.ANITA,1
230074S,MHS00034E-CITRINE,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL 4.00CT CITRINE HALO EARRING,VJ-S.ANITA,1
186257Y,MER06500228,MHVR,14KT EARRING JACKETS,VJ-S.ANITA,1
235397S,MHS010541RF-CITRINE,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL 5.00CT CITRINE RING,VJ-S.ANITA,1
230112S,MHS00035R-GARNET,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL 1.00CT GARNET HALO RING,VJ-S.ANITA,1
227605S,CO-MPD02501255,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL  MOON HEART PENDANT,VJ-S.ANITA,1
228779S,MNC020000150,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL HEART NECKLACE,VJ-S.ANITA,1
239656,MRF00001227,MHVR,SILVER WITH 10KT CROSS MENS RING,VJ-S.ANITA,1
234696V,CO-MPD06501314-A,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL SOLITIARE PENDANT (NO WARRANTY),VJ-S.ANITA,1
227166V,CO-MRF07001036,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL INFINITY LADYS RING ( NO WARRANTY ),VJ-S.ANITA,1
183956,MRF10000361,MHVR,10KT RLX GENTS RING,VJ-S.ANITA,1
226253-V,MRF01001008,MHVR,"SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL PLATED  INITIAL ""J""  RING ( NO WARRANTY )",VJ-S.ANITA,1
188121Y,MPD10000685,MHVR,10KT DOLLAR SIGN DOG PENDANT,VJ-S.ANITA,1
226220-S,CO-MRF01001006,MHVR,"SILVER LABGROWN DIAMOND LOVE-SPELL  INITIAL ""G""  RING",VJ-S.ANITA,1
229897V,MHS00029E-CITRINE,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL PLATED 1.00CT CITRINE HALO STUD EARRING (NO WARRANTY),VJ-S.ANITA,1
227166S,CO-MRF07001036,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL  INFINITY LADYS RING,VJ-S.ANITA,1
199062Y,MPD30000875,MHVR,"14KT CUSTOM  ENAMEL ""LA""  PENDANT (NO WARRANTY)",VJ-S.ANITA,1
227669V,MPD05001251,MHVR,SILVER LABGROWN DIAMOND LINKNLOCK VERMEIL PLATED CROSS PENDANT (NO WARRANTY),VJ-S.ANITA,1
235377S,MHS010541ER-P.SAPPHIRE,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL 3.00CT PINK SAPPHIRE EARRING,VJ-S.ANITA,1
234397V,MPD05001352,MHVR,SILVER TREATED BLACK DIAMOND LINKNLOCK VERMEIL PLATED CROSS PENDANT (NO WARRANTY),VJ-S.ANITA,1
228945S,CO-MPD01501277,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL CIRCLE OF LIFE NECKLACE,VJ-S.ANITA,1
227627S,MPD02501278,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL  DOG TAG CROSS PENDANT,VJ-S.ANITA,1
229941V,MHS00030E-SAPPHIRE,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL PLATED 1.50CT SAPPHIRE HALO PENDANT (NO WARRANTY),VJ-S.ANITA,1
228292V,CO-MPD00401245,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL BAR FANCY NECKLACE (NO WARRANTY),VJ-S.ANITA,1
230021S,MHS00032R-SAPPHIRE,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL 2.50CT SAPPHIRE HALO RING,VJ-S.ANITA,1
235226S,MPD00001354,MHVR,SILVER LABGROWN DIAMOND LINKNLOCK CROSS PENDANT,VJ-S.ANITA,1
196201,MER00850337,MHVR,10KT OUI EARRINGS,VJ-S.ANITA,1
228308S,MPD01001252,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL INFINITY NECKLACE,VJ-S.ANITA,1
229991V,MHS00031R-OPAL,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL PLATED 0.50CT OPAL HALO RING (NO WARRANTY),VJ-S.ANITA,1
182107Y,MPD06500321,MHVR,14KT HEART PENDANT,VJ-S.ANITA,1
235580B,MER19500765A,MHVR,SILVER LINKNLOCK NATURAL TREATED BLACK DIAMOND BLACK PLATED STUD EARRINGS (NO WARRANTY),VJ-S.ANITA,1
229901S,MHS00029E-BLUE TOPAZ,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL 1.25CT BLUE TOPAZ HALO STUD EARRINGS,VJ-S.ANITA,1
226261-S,CO-MRF05001022,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL  SPLIT SHANK HALO COMPOSITE RING,VJ-S.ANITA,1
228793V,CO-MBR40000320,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL TENNIS BRACELET (NO WARRANTY),VJ-S.ANITA,1
227162V,CO-MRF03301034,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL SERPENT LADYS RING ( NO WARRANTY ),VJ-S.ANITA,2
228791V,MBR05000317,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL PAPERCLIP BRACELET (NO WARRANTY),VJ-S.ANITA,1
228271S,MRF07501029,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL BUTTERFLY RING,VJ-S.ANITA,1
229959V,MHS00031P-OPAL,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL PLATED 1.00CT OPAL  HALO PENDANT (NO WARRANTY),VJ-S.ANITA,1
234379S,MPD07501341,MHVR,SILVER NATURAL TREATED BLACK DIAMOND LINKNLOCK BLACK PLATED CROSS PENDANT,VJ-S.ANITA,1
227160S,MER10000704,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL  FLOWER STUDS EARRINGS,VJ-S.ANITA,2
187681WR,MRF10500543,MHVR,"10KT""ULTIMATE-VALUE""  LADYS RING",VJ-S.ANITA,1
228953V,MBR10000322,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL BOLO TENNIS BRACELET (NO WARRANTY),VJ-S.ANITA,1
203016,MPD12000956-COMP,MHVR,"18KT""OVANI-COLLECTION""  DOUBLE HALO PENDANT",VJ-S.ANITA,1
234377S,MPD17501344,MHVR,SILVER LABGROWN DIAMOND LINKNLOCK CROSS PENDANT,VJ-S.ANITA,1
227422V,MNC050000152,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL HEART & KEY PENDANT ( NO WARRANTY ),VJ-S.ANITA,1
