SKU  #,Vendor Model,Vendor  #,Item Desc,Store,Onhand Qty
194397,LGYELLOWCU1.50,VSU,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-ARDN,1
194303,LGERBC5.00,DBN,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-ARDN,1
174191,E+RBC1.00,SUN,"14KT""GIA-CERTIFIED"" SOLITAIRE RING",VJ-ARDN,1
216870,LGE+PEA1.50,VSU,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-ARDN,1
191405,ER-LGEPC1.70,FLK,"14KT""NOVELLO-COLLECTION""  AGI CERT LABGROWN DIAMOND SOLITAIRE STUDS",VJ-ARDN,1
202140,ERBC1.00,RMY,"14KT""AGI-CERTIFIED""  SOLITAIRE RING",VJ-ARDN,1
190424,LGE+EME5.00,FLK,"14KT""NOVELLO-COLLECTION""  EMERALD LABGROWN DIAMOND IGI CERTIFIED SOLITAIRE RING",VJ-ARDN,1
170262,SPC0.70,MDNI,"14KT""AGI-CERTIFIED"" SOLITAIRE RING",VJ-ARDN,1
207760,S+PC0.70,SHTL,"14KT""GIA-CERTIFIED""  PC DIAMOND SOLITARE RING",VJ-ARDN,1
119480,E+RBC1.50,TMR,"14KT""INT-CERTIFIED"" SOLITAIRE RING",VJ-ARDN,1
198496,LGEPC3.00,FLK,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-ARDN,1
156038,SPEA1.50,HRSH,"14KT""AGI-CERTIFIED"" SOLITAIRE RING",VJ-ARDN,1
202079,SOVA1.50,RMY,"14KT""AGI-CERTIFIED""  SOLITAIRE RING",VJ-ARDN,1
197140,LGE+PEA2.00,VSU,"14KT""NOVELLO-COLLECTION""  GIA CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-ARDN,1
166390,R184096,PNT,"14KT""DIANI-COLLECTION""  CZ CNTR SEMI-MOUNT",VJ-ARDN,1
207539,E+PC0.70,SHTL,"14KT""GIA-CERTIFIED""  PC DIAMOND SOLITARE RING",VJ-ARDN,1
184211,LGEEME3.00,FLK,"14KT""NOVELLO-COLLECTION""  IGI CNTR LABGROWN DIAMOND EMERALD BRIDAL RING",VJ-ARDN,1
214179,LGE+OVA4.00,VSU,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-ARDN,1
207643,E+RBC1.50,SUN,"14KT""GIA-CERTIFIED""  RBC DIAMOND SOLITARE RING",VJ-ARDN,1
207706,SRBC0.90,SHTL,"14KT""GIA-CERTIFIED""  RBC DIAMOND SOLITARE RING",VJ-ARDN,1
113174,SRBC1.00,MDNI,"14KT""INT-CERTIFIED"" SOLITAIRE RING",VJ-ARDN,1
124076,S+RBC1.00,AMT,EGL CERTIFIED SOLITAIRE RING,VJ-ARDN,1
163662,SRBC1.00,HRSH,"14KT""AGI-CERTIFIED"" SOLITAIRE RING",VJ-ARDN,1
213415,LGE+RBC3.00,VSU,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-ARDN,1
185603,SPEA0.70,DHRM,"14KT""AGI-CERTIFIED"" PEAR SOLITAIRE RING",VJ-ARDN,1
212178,LGE+EME1.50,VSU,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-ARDN,1
202151,ERBC1.00,RMY,"14KT""AGI-CERTIFIED"" SOLITAIRE PENDANT",VJ-ARDN,1
189008,LGE+CU2.00,SPNL,"99210099""14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-ARDN,1
213569,LGE+RBC2.00,ASH,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-ARDN,1
216968,LGE+EME3.00,VSU,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-ARDN,1
214214,LGE+EME1.00,VSU,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-ARDN,1
216909,LGE+RAD3.00,VSU,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-ARDN,1
115876,SRBC0.50,TMR,"14KT""INT-CERTIFIED"" SOLITAIRE RING",VJ-ARDN,1
169759,LGERBC1.50,FLK,"99150099""14KT""NOVELLO-COLLECTION"" AGI CERT LABGROWN DIAMOND SOLITAIRE PENDANT",VJ-ARDN,1
179141,LGE+PC0.70,VSU,"14KT""NOVELLO-COLLECTION"" IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-ARDN,1
149817,FRBC1.50,GHVR,"14KT""IGI-CERTIFIED"" SOLITAIRE RING",VJ-ARDN,1
174176,E+RBC1.00,SUN,"14KT""GIA-CERTIFIED"" SOLITAIRE RING",VJ-ARDN,1
163655,SRBC1.00,HRSH,"14KT""AGI-CERTIFIED""  ROUND SOLITAIRE RING",VJ-VICTOR,1
206066,LGE+PEA1.50,VSU,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-VICTOR,1
175885,LGSRBC1.00,FLK,"99100099""14KT""NOVELLO-COLLECTION""  AGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-VICTOR,1
207542,EPC0.70,SHTL,"14KT""GIA-CERTIFIED""  PC DIAMOND SOLITARE RING",VJ-VICTOR,1
213522,LGE+RBC2.00,ASH,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-VICTOR,1
186697,LGE+RBC1.00,FLK,"99120099""14KT""NOVELLO-COLLECTION""  GIA CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-VICTOR,1
130958,SPC1.00,SUN,"14KT""GIA-CERTIFIED"" SOLITAIRE RING",VJ-VICTOR,1
121703,FPC1.00,MDNI,"14KT""INT-CERTIFIED""  SOLITAIRE RING",VJ-VICTOR,1
167118,SRBC1.00,YRSH,"14KT""INT-CERTIFIED""  SOLITAIRE RING",VJ-VICTOR,1
202519,LGE+RBC3.00,SPNL,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND RBC SOLITAIRE RING",VJ-VICTOR,1
202086,SOVA1.50,RMY,"14KT""AGI-CERTIFIED""  SOLITAIRE RING",VJ-VICTOR,1
198514,LGE+EME2.00,FLK,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-VICTOR,1
198726,LGERBC2.25,PRNY,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-VICTOR,1
212496,LGEPEA9.00,DBN,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-VICTOR,1
174170,E+RBC1.00,SUN,"14KT""GIA-CERTIFIED""  SOLITAIRE RING",VJ-VICTOR,1
207457,SRBC1.00,SPNL,"14KT""GIA-CERTIFIED""  RBC DIAMOND SOLITARE RING.",VJ-VICTOR,1
113945,ERBC0.90,HRSH,"14KT""UGS-CERTIFIED""  SOLITAIRE RING",VJ-VICTOR,1
130935,EPC1.00,SUN,"14KT""GIA-CERTIFIED""  SOLITAIRE RING",VJ-VICTOR,1
180233,LGE+RBC1.20,FLK,"99120099""14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-VICTOR,1
205054,LGERBC3.00,VSU,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-VICTOR,1
170247,SPC0.70,MDNI,"14KT""AGI-CERTIFIED""  SOLITAIRE RING",VJ-VICTOR,1
198916,LGE+RBC1.00,VSU,"14KT""NOVELLO-COLLECTION""  AGI CERT LABGROWN DIAMOND RBC SOLITAIRE PENDANT",VJ-VICTOR,1
119398,S+RBC1.50,CUSTBB,"14KT""GIA-CERTIFIED"" SOLITAIRE RING",VJ-VICTOR,1
214213,LGE+EME1.00,VSU,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-VICTOR,1
207755,E+PC0.70,SHTL,"14KT""GIA-CERTIFIED""  PC DIAMOND SOLITARE RING",VJ-VICTOR,1
202068,SOVA1.50,RMY,"14KT""AGI-CERTIFIED""  SOLITAIRE RING",VJ-VICTOR,1
170267,S+RBC1.00,MDNI,"14KT""AGI-CERTIFIED""  SOLITAIRE RING",VJ-VICTOR,1
161381,SRBC1.50,YRSH,"14KT""INT-CERTIFIED""   SOLITAIRE RING",VJ-VICTOR,1
190404,LGD-JOE363-GW26,SPNL,"14KT""NOVELLO-COLLECTION""  LABGROWN DIAMOND DOUBLE VISION HOOPS",VJ-VICTOR,1
216671,LGE+RBC2.50,VSU,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-VICTOR,1
187267,ERBC1.50,SUN,"14KT""GIA-CERTIFIED""  SOLITAIRE RING",VJ-VICTOR,1
161392,ERBC1.00,YRSH,"14KT""INT-CERTIFIED""  SOLITAIRE RING",VJ-VICTOR,1
216676,LGE+RBC2.50,VSU,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-VICTOR,1
121704,F+PC1.00,MDNI,"14KT""INT-CERTIFIED""  SOLITAIRE RING",VJ-VICTOR,1
163660Y,SRBC1.00,HRSH,"14KT""AGI-CERTIFIED"" SOLITAIRE RING",VJ-VICTOR,1
167125,S+RBC1.00,YRSH,"14KT""INT-CERTIFIED""  SOLITAIRE RING",VJ-VICTOR,1
136307,SRBC0.75,BRN,"14KT""AGI-CERTIFIED""  SOLITAIRE RING",VJ-VICTOR,1
151396,SPC0.50,SPNL,"14KT""AGI-CERTIFIED""  SOLITAIRE RING",VJ-VICTOR,1
163430,SRBC3.00,RPNT,"14KT""AGI-CERTIFIED"" SOLITAIRE RING",VJ-VICTOR,1
191756,LGS+RBC1.00,FLK,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-VICTOR,1
207756,E+RAD0.70,SHTL,"14KT""GIA-CERTIFIED""  RADIANT DIAMOND SOLITARE RING",VJ-VICTOR,1
213650,LGE+RBC1.00,ASH,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-NORTH,1
187719,S+CU1.20,MDNI,"14KT""AGI-CERTIFIED"" SOLITAIRE RING",VJ-NORTH,1
194317,LGERBC4.50,DBN,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-NORTH,1
151405,EPC0.50,SPNL,"14KT""AGI-CERTIFIED"" SOLITAIRE RING",VJ-NORTH,1
212538,LGEEME7.00,DBN,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-NORTH,1
213616,LGE+RBC1.00,ASH,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-NORTH,1
105261,S+RBC0.50,MDNI,"14KT""INT-CERTIFIED"" SOLITAIRE RING",VJ-NORTH,1
207147,FOVA1.00,DHRM,"14KT""AGI-CERTIFIED""  OVAL DIAMOND SOLITAIRE RING",VJ-NORTH,1
131863,SPC0.75,RPNT,"14KT""GIA-CERTIFIED""  SOLITAIRE RING",VJ-NORTH,1
124110,FPC1.00,AMT,"14KT""INT-CERTIFIED"" SOLITAIRE RING",VJ-NORTH,1
213475,LGE+RBC1.00,ASH,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-NORTH,1
173702,LGEEME2.00,FLK,"99210099""14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND",VJ-VAL,1
202107,SPEA1.50,RMY,"14KT""AGI-CERTIFIED""  SOLITAIRE RING",VJ-VAL,1
174480,ERBC0.50,SUN,"14KT""GIA-CERTIFIED"" SOLITAIRE RING",VJ-VAL,1
190539,EOVA1.00,RPNT,"14KT""GIA-CERTIFIED"" SOLITAIRE RING",VJ-VAL,1
186851,SRBC2.00,SUN,"14KT""GIA-CERTIFIED"" SOLITAIRE RING",VJ-VAL,1
207652,E+RBC2.00,SUN,"14KT""GIA-CERTIFIED""  RBC DIAMOND SOLITARE RING",VJ-VAL,1
207108,S+PC1.00,DHRM,"14KT""AGI-CERTIFIED""  SOLITAIRE RING",VJ-VAL,1
216806,LGE+CU3.00,VSU,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-VAL,1
212606,LGE+OVA6.00,DBN,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-VAL,1
187201,FEF-0147VA78W0,HRSH,10KT HOOPS,VJ-VAL,1
207757,E+RAD0.70,SHTL,"14KT""GIA-CERTIFIED""  RADIANT DIAMOND SOLITARE RING",VJ-VAL,1
207132,F+OVA1.00,DHRM,"14KT""AGI-CERTIFIED""  OVAL DIAMOND SOLITAIRE RING",VJ-VAL,1
174232,ERBC1.00,SUN,"14KT""GIA-CERTIFIED"" SOLITAIRE RING",VJ-VAL,1
155073,E+PC0.75,RPNT,"14KT""GIA-CERTIFIED"" SOLITAIRE RING",VJ-VAL,1
212516,LGE+PEA8.00,DBN,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-VAL,1
174259,ERBC1.00,SUN,"14KT""GIA-CERTIFIED"" SOLITAIRE RING",VJ-VAL,1
173924,LGEPC1.50,FLK,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE PENDANT",VJ-VAL,1
213832,LGE+RBC2.00,ASH,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-VAL,1
213871,LGE+RBC2.00,ASH,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-VAL,1
216760,LGE+PC1.50,VSU,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-VAL,1
216771,LGE+PC2.00,VSU,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-VAL,1
207121,S+PC1.00,DHRM,"14KT""AGI-CERTIFIED""  SOLITAIRE RING",VJ-VAL,1
174150,ERBC0.70,SUN,"14KT""GIA-CERTIFIED""  SOLITAIRE RING",VJ-VAL,1
207535,S+PC1.50,SHTL,"14KT""GIA-CERTIFIED""  PC DIAMOND SOLITARE RING",VJ-VAL,1
216926,LGE+MAR2.00,VSU,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-VAL,1
192371,LGEOVA1.00,VSU,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-VAL,1
167217,E+RBC1.50,YRSH,"14KT INT CERT EX,EX,EX",VJ-VAL,1
123951,E+PC1.00,RPNT,"14KT""GIA-CERTIFIED"" SOLITAIRE RING",VJ-VAL,1
110749,EPC0.50,MRS,"14KT""GIA-CERTIFIED"" SOLITAIRE RING",VJ-VAL,1
208282,EDF13919-050-COMP,GM,"18KT""OVANI-FUSION""  LABGROWN DIAMOND CNTR DOUBLE HALO EARRINGS",VJ-VAL,1
127642,EEME1.75,YRSH,"14KT""INT-CERTIFIED""  SOLITAIRE RING",VJ-VAL,1
183126,LGE+RBC1.00,AMPI,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-VAL,1
207761,E+PC0.70,SHTL,"14KT""GIA-CERTIFIED""  PC DIAMOND SOLITARE RING",VJ-VAL,1
180320,LGE+PEA1.30,FLK,"99130099""14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-VAL,1
194440,ERBC1.70,DHRM,ROUND LOOSE SOLITAIRE STONE,VJ-VAL,1
213949,LGE+EME2.00,VSU,"14KT""NOVELLO-COLLECTION"" IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-VAL,1
190588,EOVA1.50,RPNT,"14KT""GIA-CERTIFIED"" SOLITAIRE RING",VJ-VAL,1
185122,LGE+PC0.70,VSU,"14KT""NOVELLO-EVERLASTING"" IGI CERTIFIED LABGROWN DIAMOND SOLITAIRE RING",VJ-VAL,1
207109,S+PC1.00,DHRM,"14KT""AGI-CERTIFIED""  SOLITAIRE RING",VJ-VAL,1
174288,ERBC1.50,SUN,"14KT""GIA-CERTIFIED""  991950099 SOLITAIRE RING",VJ-VAL,1
216898,LGE+RAD2.00,VSU,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-VAL,1
101114,ERBC1.00,CUSTBB,"18KT""AGI-CERTIFIED"" SOLITAIRE RING",VJ-VAL,1
216990,LGE+EME3.00,VSU,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-S.ANITA,1
191744,LGS+RBC1.00,FLK,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-S.ANITA,1
207445,SRBC1.00,SPNL,"14KT""GIA-CERTIFIED""  RBC DIAMOND SOLITARE RING.",VJ-S.ANITA,1
214160,LGE+OVA1.00,VSU,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-S.ANITA,1
180231,LGS+RBC1.00,FLK,"99100099""14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-S.ANITA,1
191228,LGSRBC1.00,FLK,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-S.ANITA,1
206098,LGE+PEA1.50,VSU,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-S.ANITA,1
207149,FOVA1.00,DHRM,"14KT""AGI-CERTIFIED""  OVAL DIAMOND SOLITAIRE RING",VJ-S.ANITA,1
191222,LGERBC1.20,FLK,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-S.ANITA,1
197125,LGE+EME1.00,VSU,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-S.ANITA,1
207150,FOVA1.00,DHRM,"14KT""AGI-CERTIFIED""  OVAL DIAMOND SOLITAIRE RING",VJ-S.ANITA,1
212134,LGE+RAD1.00,VSU,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-S.ANITA,1
197183,LGSPEA1.00,VSU,"14KT""NOVELLO-COLLECTION""   IGI CERT LABGROWN SOLITAIRE RING",VJ-S.ANITA,1
216857,LGE+OVA3.00,VSU,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-S.ANITA,1
213873,LGE+RBC2.00,ASH,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-S.ANITA,1
214077,LGE+PC1.50,VSU,"14KT""NOVELLO-COLLECTION"" IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-S.ANITA,1
207111,S+PC1.00,DHRM,"14KT""AGI-CERTIFIED""  SOLITAIRE RING",VJ-S.ANITA,1
212153,LGERAD2.00,VSU,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-S.ANITA,1
202103,SPEA1.50,RMY,"14KT""AGI-CERTIFIED""  SOLITAIRE RING",VJ-S.ANITA,1
207153,FOVA1.50,DHRM,"14KT""AGI-CERTIFIED""  OVAL DIAMOND SOLITAIRE RING",VJ-S.ANITA,1
214036,LGE+PEA3.00,VSU,"14KT""NOVELLO-COLLECTION"" IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-S.ANITA,1
214113,LGE+RAD1.50,VSU,"14KT""NOVELLO-COLLECTION"" IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-S.ANITA,1
197758,LGE+CU1.50,PRNY,"14KT""NOVELLO-COLLECTION""   IGI CERT LABGROWN CUSHION SOLITAIRE RING",VJ-S.ANITA,1
197081,LGE+EME1.00,VSU,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-S.ANITA,1
197166,LGEPC1.00,VSU,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-S.ANITA,1
198716,LGE+RBC2.00,PRNY,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-S.ANITA,1
198414,LGE+RBC2.00,FLK,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-S.ANITA,1
207447,SRBC1.00,SPNL,"14KT""GIA-CERTIFIED""  RBC DIAMOND SOLITARE RING.",VJ-S.ANITA,1
199379,LGS+RBC3.00,PRNY,"14KT""NOVELLO-COLLECTION""  AGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-S.ANITA,1
163661,SRBC1.00,HRSH,"14KT AGI CERT EX,EX,EX SOLITAIRE RING",VJ-S.ANITA,1
191878,LGS+RBC1.00,FLK,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-S.ANITA,1
214198,LGE+RAD1.50,VSU,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-LIV,1
213481,LGE+RBC1.00,ASH,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-LIV,2
214215,LGE+EME1.00,VSU,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-LIV,1
192329,LGECU5.00,FLK,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-LIV,1
197207,LGE+PEA3.00,VSU,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-LIV,1
132782,EEME1.00,,"18KT""GIA-CERTIFIED"" SOLITAIRE RING",VJ-LIV,1
186838,ERBC2.00,SUN,"14KT""GIA-CERTIFIED""  SOLITAIRE RING",VJ-LIV,1
172974,LGSSEC1.50,FLK,"99120099""14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-LIV,1
188499,LGE+RMB1.00,SPNL,"99120099""14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN SOLITAIRE RING",VJ-LIV,1
179166,LGE+PC1.00,VSU,"99120099""14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-LIV,1
194319,LGSRBC4.00,DBN,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-LIV,1
213794,LGE+RBC2.00,ASH,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-LIV,1
216694,LGE+RBC3.00,VSU,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-LIV,1
205961,LGE+EME1.50,VSU,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-LIV,1
191409,ER-LGEPC1.70,FLK,"14KT""NOVELLO-COLLECTION""  AGI CERT LABGROWN DIAMOND SOLITAIRE STUDS",VJ-LIV,1
213968,LGE+OVA1.00,VSU,"14KT""NOVELLO-COLLECTION"" IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-LIV,1
198916,LGE+RBC1.00,VSU,"14KT""NOVELLO-COLLECTION""  AGI CERT LABGROWN DIAMOND RBC SOLITAIRE PENDANT",VJ-LIV,1
133758,S+RBC1.50,YRSH,14KT CERTIFIED SOLITAIRE RING (INT),VJ-LIV,1
197809,LGE+CU1.50,PRNY,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND CUSHION SOLITAIRE RING",VJ-LIV,1
207716,S+RBC1.50,SHTL,"14KT""GIA-CERTIFIED""  RBC DIAMOND SOLITARE RING",VJ-LIV,1
213524,LGE+RBC2.00,ASH,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-LIV,1
185600,SPEA1.50,DHRM,"14KT""AGI-CERTIFIED"" PEAR SOLITAIRE RING",VJ-LIV,1
191404,ER-LGEPC1.70,FLK,"14KT""NOVELLO-COLLECTION""  AGI CERT LABGROWN DIAMOND SOLITAIRE STUDS",VJ-LIV,1
214155,LGE+RBC4.00,VSU,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-LIV,1
119571,SRBC2.00,TSHR,"PLAT""AGI-CERTIFIED""  SOLITAIRE RING",VJ-LIV,1
212456,LGERBC7.00,DBN,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-LIV,1
179230,LGE+RBC0.70,VSU,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE PENDANT",VJ-LIV,1
207028,SRBC2.25,DHRM,"14KT""AGI-CERTIFIED""  SOLITAIRE RING",VJ-LIV,1
109229,E+RBC0.40,MDNI,CERTIFIED SOLITAIRE RING (INT),VJ-LIV,1
197098,LGE+EME1.00,VSU,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-LIV,1
207758,S+PC0.70,SHTL,"14KT""GIA-CERTIFIED""  PC DIAMOND SOLITARE RING",VJ-BAKER,1
207743,S+PC0.90,SHTL,"14KT""GIA-CERTIFIED""  PC DIAMOND SOLITARE RING",VJ-BAKER,1
207753,S+PC0.70,SHTL,"14KT""GIA-CERTIFIED""  PC DIAMOND SOLITARE RING",VJ-BAKER,1
164402,LGERBC1.00,GG,"99100099""14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND RING",VJ-BAKER,1
216715,LGE+RBC3.00,VSU,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-BAKER,1
212183,LGEEME1.50,VSU,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-BAKER,1
191398,ER-LGEPC2.50,FLK,"14KT""NOVELLO-COLLECTION""  AGI CERT LABGROWN DIAMOND SOLITAIRE STUDS",VJ-BAKER,1
101076,FOVA1.50,AMT,"14KT""INT-CERTIFIED"" SOLITAIRE RING",VJ-BAKER,1
180241,LGE+RBC1.00,FLK,"99120099""14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-BAKER,1
212198,LGE+EME2.00,VSU,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-BAKER,1
214080,LGE+PC2.00,VSU,"14KT""NOVELLO-COLLECTION"" IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-BAKER,1
159170,SRBC1.00,HRSH,"14KT""AGI-CERTIFIED"" SOLITAIRE RING",VJ-BAKER,1
